person_id,age_group,gender,personality_type,mood_score,stress_level,hobbies,favorite_game_genre,favorite_music_genre,fear_tolerance,risk_tolerance,humor_preference,openness_score,romance_interest,social_media_hours_per_day,preferred_language,relationship_status,favorite_season,sleep_pattern,education_level,occupation,income_bracket,preferred_streaming_platform,preferred_watch_time,viewing_companion,snack_preference,preferred_device,preferred_movie_length,favorite_movie_era,exercise_frequency,pet_ownership,streaming_subscription_count,travel_frequency,book_reading_frequency,recommended_movie_genre,age_group_encoded,education_level_encoded,income_bracket_encoded,exercise_frequency_encoded,preferred_movie_length_encoded,travel_frequency_encoded,gender_Female,gender_Male,gender_Non-binary,personality_type_Ambivert,personality_type_Extrovert,personality_type_Introvert,favorite_game_genre_Action,favorite_game_genre_Horror/Survival,favorite_game_genre_Nao_Informado,favorite_game_genre_Puzzle,favorite_game_genre_RPG,favorite_game_genre_Racing,favorite_game_genre_Simulation,favorite_game_genre_Sports,favorite_game_genre_Strategy,favorite_music_genre_Classical,favorite_music_genre_Country,favorite_music_genre_EDM,favorite_music_genre_Hip-Hop,favorite_music_genre_Indie,favorite_music_genre_Jazz,favorite_music_genre_Nao_Informado,favorite_music_genre_Pop,favorite_music_genre_Rock,preferred_language_English,preferred_language_French,preferred_language_Hindi,preferred_language_Japanese,preferred_language_Korean,preferred_language_Spanish,relationship_status_Divorced,relationship_status_In a relationship,relationship_status_Married,relationship_status_Single,favorite_season_Autumn,favorite_season_Spring,favorite_season_Summer,favorite_season_Winter,sleep_pattern_Early Bird,sleep_pattern_Irregular,sleep_pattern_Night Owl,occupation_Business/Finance,occupation_Creative/Arts,occupation_Education,occupation_Engineering,occupation_Healthcare,occupation_Homemaker,occupation_Retail/Service,occupation_Retired,occupation_Software/IT,occupation_Student,occupation_Unemployed,preferred_streaming_platform_Amazon Prime,preferred_streaming_platform_Disney+,preferred_streaming_platform_HBO Max,preferred_streaming_platform_Hulu,preferred_streaming_platform_Local Cinema,preferred_streaming_platform_Netflix,preferred_streaming_platform_YouTube,preferred_watch_time_Afternoon,preferred_watch_time_Evening,preferred_watch_time_Late Night,preferred_watch_time_Morning,viewing_companion_Alone,viewing_companion_With Family,viewing_companion_With Friends,viewing_companion_With Kids,viewing_companion_With Partner,snack_preference_Candy/Sweets,snack_preference_Chips,snack_preference_Healthy Snacks,snack_preference_Nachos,snack_preference_No Snacks,snack_preference_Popcorn,preferred_device_Cinema Screen,preferred_device_Laptop,preferred_device_Projector,preferred_device_Smart TV,preferred_device_Smartphone/Tablet,favorite_movie_era_2000s,favorite_movie_era_2010s,favorite_movie_era_2020s and beyond,favorite_movie_era_80s/90s,favorite_movie_era_Classic (pre-1980),pet_ownership_Has Cat,pet_ownership_Has Dog,pet_ownership_Has Other Pet,pet_ownership_Multiple Pets,pet_ownership_No Pets,book_reading_frequency_1-2 books/month,book_reading_frequency_A few books a year,book_reading_frequency_Avid reader (3+ books/month),book_reading_frequency_Never,book_reading_frequency_Weekly reader,recommended_movie_genre_encoded,hobby_Music,hobby_Reading,hobby_Traveling,hobby_Fitness,hobby_Painting/Art,hobby_Gaming,hobby_Writing,hobby_Sports,hobby_Cooking,hobby_Dancing,hobby_Hiking,hobby_Photography,hobby_Gardening,hobby_Watching TV
4929,Young Adult (18-25),Male,Extrovert,8.1,1.5,"Writing, Sports",Simulation,Rock,3.4,2.8,5.1,1.0,3.8,1.3,Japanese,In a relationship,Autumn,Night Owl,Bachelor's Degree,Student,High (>$150k),HBO Max,Afternoon,With Family,Popcorn,Smart TV,Short (<90 min),2010s,1-2 times/week,No Pets,3,Once a year,Never,Romance,1.0,2.0,4.0,2.0,0.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4930,Adult (26-40),Female,Introvert,9.8,9.1,"Gardening, Watching TV, Cooking",Action,Pop,5.1,1.1,2.6,6.4,2.5,2.6,Japanese,In a relationship,Winter,Night Owl,High School,Homemaker,High (>$150k),Amazon Prime,Late Night,Alone,Chips,Smart TV,Epic (160+ min),2000s,1-2 times/week,Has Other Pet,1,Once a year,Never,Drama,2.0,0.0,4.0,2.0,3.0,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4931,Senior (60+),Female,Ambivert,6.8,3.2,Cooking,Action,Pop,2.4,3.9,8.9,1.0,6.0,1.7,Hindi,Single,Autumn,Early Bird,Bachelor's Degree,Retail/Service,High (>$150k),Netflix,Late Night,With Friends,Chips,Smart TV,Long (120-160 min),2010s,1-2 times/week,Has Dog,5,Once a year,Never,Romance,4.0,2.0,4.0,2.0,2.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4932,Adult (26-40),Female,Extrovert,8.6,5.6,"Painting/Art, Writing, Gardening",Racing,Indie,10.0,8.0,6.7,6.4,10.0,0.5,Spanish,Single,Autumn,Irregular,Bachelor's Degree,Healthcare,Lower-Middle ($25k-50k),Netflix,Late Night,Alone,Healthy Snacks,Smart TV,Standard (90-120 min),Classic (pre-1980),Rarely,Multiple Pets,4,Frequently (weekly/biweekly),Never,Drama,2.0,2.0,1.0,1.0,1.0,4.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4933,Middle Age (41-60),Male,Extrovert,6.7,2.7,Watching TV,Simulation,EDM,5.4,4.1,7.5,7.8,3.3,1.8,English,Married,Spring,Early Bird,Bachelor's Degree,Business/Finance,Lower-Middle ($25k-50k),HBO Max,Evening,With Friends,Healthy Snacks,Smart TV,Standard (90-120 min),2020s and beyond,1-2 times/week,Has Other Pet,2,Never,Never,Documentary,3.0,2.0,1.0,2.0,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4934,Young Adult (18-25),Male,Extrovert,4.6,2.1,"Dancing, Sports, Writing",RPG,Hip-Hop,3.6,6.6,10.0,5.5,7.6,1.3,English,In a relationship,Summer,Early Bird,PhD,Homemaker,Middle ($50k-90k),Netflix,Evening,With Partner,Chips,Smartphone/Tablet,Long (120-160 min),Classic (pre-1980),Daily,Has Dog,4,2-3 times/year,A few books a year,Thriller,1.0,4.0,2.0,4.0,2.0,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,1,0,1,0,0,0,0
4935,Teen (13-17),Female,Extrovert,5.4,4.2,"Painting/Art, Fitness",Action,Pop,1.0,3.7,6.8,7.1,3.3,1.0,French,Married,Autumn,Irregular,High School,Student,Middle ($50k-90k),Amazon Prime,Late Night,With Friends,Chips,Smartphone/Tablet,Long (120-160 min),2020s and beyond,3-5 times/week,Has Cat,5,Once a year,A few books a year,Animation,0.0,0.0,2.0,3.0,2.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4936,Middle Age (41-60),Male,Introvert,7.8,3.1,Gaming,Puzzle,Classical,1.0,6.8,5.9,9.2,4.1,0.5,English,Single,Summer,Irregular,High School,Education,Upper-Middle ($90k-150k),Hulu,Morning,Alone,Popcorn,Smart TV,Long (120-160 min),2010s,Daily,Has Dog,4,2-3 times/year,A few books a year,Documentary,3.0,0.0,3.0,4.0,2.0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4937,Middle Age (41-60),Male,Introvert,4.0,3.2,Writing,Strategy,Pop,7.6,5.3,5.9,3.7,6.4,3.7,English,Married,Summer,Early Bird,High School,Software/IT,Middle ($50k-90k),Amazon Prime,Late Night,With Friends,Popcorn,Smartphone/Tablet,Standard (90-120 min),80s/90s,1-2 times/week,Has Other Pet,1,Never,1-2 books/month,Thriller,3.0,0.0,2.0,2.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4938,Adult (26-40),Male,Extrovert,10.0,4.6,"Sports, Music",RPG,Nao_Informado,5.5,7.6,6.0,6.9,9.2,0.8,Japanese,Single,Winter,Early Bird,High School,Retired,Low (<$25k),Disney+,Afternoon,With Friends,Chips,Smart TV,Standard (90-120 min),2000s,1-2 times/week,Multiple Pets,4,Once a year,Never,Sci-Fi,2.0,0.0,0.0,2.0,1.0,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4939,Young Adult (18-25),Female,Extrovert,6.1,5.9,"Fitness, Traveling, Cooking",Simulation,Indie,5.2,7.0,4.7,5.6,4.7,2.0,Hindi,Single,Autumn,Irregular,High School,Business/Finance,Low (<$25k),HBO Max,Afternoon,With Kids,Popcorn,Laptop,Short (<90 min),2020s and beyond,1-2 times/week,Has Cat,3,Once a year,1-2 books/month,Documentary,1.0,0.0,0.0,2.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0
4940,Middle Age (41-60),Male,Extrovert,8.7,5.1,"Sports, Dancing",Horror/Survival,Indie,7.4,4.0,4.0,4.8,2.3,1.1,Hindi,Married,Autumn,Night Owl,High School,Software/IT,Low (<$25k),YouTube,Late Night,With Family,Popcorn,Smart TV,Short (<90 min),2000s,3-5 times/week,Has Dog,2,Monthly,1-2 books/month,Documentary,3.0,0.0,0.0,3.0,0.0,3.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4941,Adult (26-40),Female,Extrovert,7.8,2.3,Photography,Horror/Survival,EDM,3.2,4.1,5.9,7.2,6.9,0.4,English,Single,Spring,Early Bird,Master's Degree,Creative/Arts,Lower-Middle ($25k-50k),Amazon Prime,Late Night,Alone,No Snacks,Smartphone/Tablet,Long (120-160 min),2010s,1-2 times/week,Has Dog,4,Monthly,Weekly reader,Drama,2.0,3.0,1.0,2.0,2.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4942,Adult (26-40),Female,Ambivert,3.9,5.7,"Watching TV, Traveling",RPG,Rock,2.8,2.2,2.6,3.9,6.9,0.9,Spanish,Married,Summer,Night Owl,Vocational/Diploma,Healthcare,Lower-Middle ($25k-50k),Local Cinema,Evening,With Family,Chips,Smart TV,Long (120-160 min),80s/90s,Never,No Pets,1,Once a year,1-2 books/month,Drama,2.0,1.0,1.0,0.0,2.0,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4943,Young Adult (18-25),Male,Extrovert,7.5,6.8,Dancing,Nao_Informado,Hip-Hop,6.6,3.0,5.7,9.9,5.3,0.9,English,Divorced,Autumn,Irregular,Bachelor's Degree,Homemaker,Upper-Middle ($90k-150k),YouTube,Evening,With Friends,Chips,Smartphone/Tablet,Standard (90-120 min),2010s,Daily,Has Dog,4,Never,Never,Sci-Fi,1.0,2.0,3.0,4.0,1.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4944,Middle Age (41-60),Female,Extrovert,5.3,7.3,Watching TV,Strategy,Nao_Informado,6.0,5.3,7.0,5.4,6.9,2.9,Spanish,Married,Summer,Irregular,Bachelor's Degree,Business/Finance,High (>$150k),Netflix,Late Night,With Kids,No Snacks,Laptop,Epic (160+ min),2020s and beyond,Rarely,No Pets,1,Once a year,1-2 books/month,Drama,3.0,2.0,4.0,1.0,3.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4945,Young Adult (18-25),Male,Introvert,5.0,5.2,"Gaming, Painting/Art, Cooking",Puzzle,Country,1.7,2.9,8.4,6.8,6.2,2.9,English,Married,Spring,Irregular,Vocational/Diploma,Engineering,Lower-Middle ($25k-50k),HBO Max,Evening,Alone,Candy/Sweets,Smart TV,Standard (90-120 min),2010s,Daily,Has Other Pet,4,Frequently (weekly/biweekly),1-2 books/month,Drama,1.0,1.0,1.0,4.0,1.0,4.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0
4946,Young Adult (18-25),Male,Introvert,5.2,4.2,"Fitness, Writing",Nao_Informado,Indie,1.0,2.1,5.2,5.3,3.5,1.4,Japanese,In a relationship,Spring,Night Owl,Master's Degree,Homemaker,High (>$150k),Amazon Prime,Afternoon,With Friends,Chips,Laptop,Epic (160+ min),2010s,Rarely,No Pets,2,2-3 times/year,1-2 books/month,Drama,1.0,3.0,4.0,1.0,3.0,2.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4947,Adult (26-40),Male,Introvert,3.5,7.4,"Cooking, Traveling",Action,Hip-Hop,3.3,10.0,4.8,5.8,10.0,3.2,Hindi,Single,Summer,Early Bird,High School,Student,Lower-Middle ($25k-50k),Amazon Prime,Evening,Alone,Healthy Snacks,Smart TV,Standard (90-120 min),2010s,Rarely,Has Dog,4,Once a year,A few books a year,Thriller,2.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4948,Senior (60+),Female,Extrovert,4.5,2.1,"Watching TV, Photography, Hiking",Action,Nao_Informado,8.2,5.8,10.0,5.1,9.5,3.5,English,Single,Summer,Night Owl,Bachelor's Degree,Student,Lower-Middle ($25k-50k),Local Cinema,Evening,With Partner,Popcorn,Smartphone/Tablet,Standard (90-120 min),80s/90s,1-2 times/week,No Pets,2,Once a year,Never,Romance,4.0,2.0,1.0,2.0,1.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1
4949,Young Adult (18-25),Male,Introvert,8.1,1.0,Sports,RPG,Pop,5.4,6.2,1.3,6.1,7.3,2.0,Japanese,Single,Autumn,Early Bird,Bachelor's Degree,Student,Middle ($50k-90k),Netflix,Evening,Alone,Healthy Snacks,Smartphone/Tablet,Epic (160+ min),2010s,Rarely,Multiple Pets,3,Once a year,Never,Sci-Fi,1.0,2.0,2.0,1.0,3.0,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4950,Young Adult (18-25),Female,Introvert,7.2,4.0,"Fitness, Cooking, Gaming",RPG,Hip-Hop,3.7,2.6,3.4,8.8,8.7,0.4,English,Single,Spring,Irregular,Master's Degree,Retired,Upper-Middle ($90k-150k),Netflix,Morning,With Kids,No Snacks,Smart TV,Standard (90-120 min),80s/90s,1-2 times/week,No Pets,1,2-3 times/year,Never,Sci-Fi,1.0,3.0,3.0,2.0,1.0,2.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4951,Middle Age (41-60),Male,Introvert,7.4,6.7,Reading,Action,Pop,6.5,1.7,6.7,8.0,8.0,1.6,French,Single,Autumn,Night Owl,Bachelor's Degree,Student,Low (<$25k),Netflix,Evening,Alone,No Snacks,Projector,Long (120-160 min),80s/90s,3-5 times/week,Has Cat,1,Once a year,Avid reader (3+ books/month),Romance,3.0,2.0,0.0,3.0,2.0,1.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4952,Young Adult (18-25),Male,Ambivert,5.3,4.6,Hiking,RPG,Hip-Hop,9.6,5.4,3.7,5.3,9.0,3.8,Hindi,Married,Autumn,Early Bird,Bachelor's Degree,Homemaker,Middle ($50k-90k),Amazon Prime,Morning,With Friends,Healthy Snacks,Smart TV,Short (<90 min),80s/90s,1-2 times/week,No Pets,4,2-3 times/year,1-2 books/month,Comedy,1.0,2.0,2.0,2.0,0.0,2.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4953,Adult (26-40),Female,Introvert,7.5,1.6,"Dancing, Music",Horror/Survival,Indie,7.7,6.1,2.8,6.4,3.5,0.7,French,In a relationship,Autumn,Night Owl,Bachelor's Degree,Retired,Middle ($50k-90k),Amazon Prime,Late Night,With Friends,Nachos,Laptop,Standard (90-120 min),80s/90s,1-2 times/week,Has Dog,3,2-3 times/year,Never,Drama,2.0,2.0,2.0,2.0,1.0,2.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4954,Young Adult (18-25),Male,Ambivert,6.9,1.0,"Traveling, Gaming",Strategy,Pop,9.6,7.6,7.2,6.7,5.5,0.6,Korean,Single,Spring,Night Owl,Master's Degree,Retail/Service,Low (<$25k),Amazon Prime,Evening,Alone,Candy/Sweets,Laptop,Long (120-160 min),80s/90s,Daily,Has Dog,3,Once a year,1-2 books/month,Thriller,1.0,3.0,0.0,4.0,2.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4955,Adult (26-40),Male,Introvert,3.9,3.1,"Gardening, Painting/Art",Horror/Survival,Hip-Hop,4.6,6.0,6.4,2.7,2.0,1.3,English,Single,Autumn,Early Bird,Master's Degree,Software/IT,Upper-Middle ($90k-150k),Disney+,Evening,With Partner,Healthy Snacks,Smart TV,Standard (90-120 min),2000s,Rarely,No Pets,4,2-3 times/year,Weekly reader,Drama,2.0,3.0,3.0,1.0,1.0,2.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4956,Teen (13-17),Female,Introvert,7.2,7.6,"Music, Hiking",Horror/Survival,Rock,4.4,3.3,4.6,3.9,8.3,1.9,Hindi,Divorced,Spring,Night Owl,High School,Healthcare,Middle ($50k-90k),Hulu,Evening,With Partner,Popcorn,Smart TV,Long (120-160 min),80s/90s,3-5 times/week,No Pets,3,2-3 times/year,Never,Animation,0.0,0.0,2.0,3.0,2.0,2.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
